"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","dayIdentified","infraspecificEpithet","typeStatus","continentOcean","individualCount","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters"
"1","2019-08-27 13:27:45-03","IAP","PACA-AGP","92530","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","J. Mauhs","1994","12","Mauhs, J.","1994","11","03","Brasil","RS","Cambará do Sul","Cânion Fortaleza","-50.1446990966797","-29.0478000640869","30776","freqüente. HASU 6343. Habitat: solos úmidos","PACA092530","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-08-27 13:27:45-03","IAP","PACA-AGP","92531","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Mondin, C","1998","01","Mondin, C.","1998","01","17","Brasil","RS","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","30776","Habitat: Turfeira","PACA092531","auto","1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-08-27 13:27:45-03","IAP","PACA-AGP","103080","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt. F. H.","2014","07","Kerber, K.T.B.","2005",NA,NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869","30776",NA,"PACA103080","auto","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-08-27 13:27:45-03","IAP","PACA-AGP","49420","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Emrich-Rambo","1954","07","Rambo, B.","1950","12","18","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525","76715","VULNERÁVEL&nf;SEM MATERIAL Habitat: in humidis turfosis graminosis Fenofase: flor","PACA049420","auto",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-08-27 13:27:45-03","IAP","PACA-AGP","4767","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Emrich-Rambo","1954","07","Rambo, B.","1941","02","07","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525","76715","Habitat: in humidis turfosis graminosis Fenofase: flor","PACA004767","auto",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-08-27 13:27:45-03","IAP","PACA-AGP","45607","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Emrich-Rambo","1954","07","Rambo, B.","1950","01","30","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525","76715","VULNERÁVEL&nf;SEM MATERIAL Habitat: in humidis turfosis graminosis Fenofase: flor","PACA045607","auto",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-08-27 13:27:45-03","IAP","PACA-AGP","92535","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, F. H.","2014","07","C. Mondin et al.","2001","10","30","Brasil","RS","São Francisco de Paula","Pró-Mata da PUC","-50.5835990905762","-29.4480991363525","76715","capítulos brancos. HASU 14444. Habitat: na margem de regato","PACA092535","auto","2413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-08-27 13:27:45-03","IAP","PACA-AGP","92536","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Planttt, F. H.","2014","07","Mondin, C.","2000","12","01","Brasil","RS","São Francisco de Paula","Rodovia RS 020","-50.5835990905762","-29.4480991363525","76715","HASU 15742. Habitat: borda de turfeira","PACA092536","auto","2102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-16 17:51:02-03","UCS","HUCS","02615","PreservedSpecimen","Plantae","Angiospermae",NA,"Asterales","Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Mondin, C.","1994","01","Wasum, R.A.","1987","03","29","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869","30776","No campo",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-16 17:51:02-03","UCS","HUCS","02125","PreservedSpecimen","Plantae","Angiospermae",NA,"Asterales","Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, F.H.","2014","08","Wasum, R.A.","1986","10","25","Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","30776","No campo",NA,"auto","s.n.","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-16 17:51:02-03","UCS","HUCS","05481","PreservedSpecimen","Plantae","Angiospermae",NA,"Asterales","Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Emrich-Rambo","1954","07","Rambo, B.","1948","02",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Serra da Pedra para Cambará","-50.1446990966797","-29.0478000640869","30776","Herbario PACA - 36329; In humidis turfosis graminosis",NA,"auto","s.n.","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-16 17:51:02-03","UCS","HUCS","03897","PreservedSpecimen","Plantae","Angiospermae",NA,"Asterales","Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Rambo, B.",NA,NA,"Sehnem, A.","1950","12","19","Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525","76715","In campo",NA,"auto","5184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","1954723","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Pamphalea","ramboi","Pamphalea ramboi scaposa","Merxmueller",NA,NA,NA,"R. Reitz","1949","1","3","Brazil","Santa Catarina",NA,"Morro de Igreja.",NA,NA,NA,NA,"US00119792",NA,"2968",NA,"scaposa","Isotype","South America","1","US00119792_01",NA,NA,NA,NA
"14","2021-02-08 12:36:50-03","UFRGS","ICN","194401","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2013","12","Platt, FH","2013","12","14","Brasil","SC","São Francisco do Sul","RS-020, km 106.","-50.456944","-29.407778",NA,"Indivíduos numerosos (cerca de 100 indivíduos) distribuídos por pequena área (aproximadamente 40 m²).; Em campo de baixada, na margem de banhado.",NA,NA,"s.n.","14",NA,NA,"América do Sul",NA,NA,"-50.456944","-29.407778","898","898"
"15","2021-02-08 12:36:50-03","UFRGS","ICN","194402","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2013","12","Platt, FH","2013","12","15","Brasil","RS","Cambará do Sul","Área lindeira ao Parque Nacional de Aparados da Serra.","-50.046667","-29.1575",NA,"Indivíduos muito numerosos, distribuídos por grande área (pelo menos 2km²).; Em campo, também em solo pedregoso e turfeira, ao lado da estrada de chão.",NA,NA,"s.n.","15",NA,NA,"América do Sul",NA,NA,"-50.046667","-29.1575","952","952"
"16","2021-02-08 12:36:50-03","UFRGS","ICN","194403","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2013","12","Platt, FH","2013","12","15","Brasil","RS","Cambará do Sul","Área lindeira ao Parque Nacional de Aparados da Serra.","-50.047778","-29.156667",NA,"Indivíduos muito abundantes.; Em faixa de solo úmido, alagável.",NA,NA,"s.n.","15",NA,NA,"América do Sul",NA,NA,"-50.047778","-29.156667","941","941"
"17","2021-02-08 12:36:50-03","UFRGS","ICN","186093","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2013","12","Platt, FH","2013","12","15","Brasil","RS","Cambará do Sul","Em área lindeira ao Parque Nacional de Aparados da Serra","-50.1446990966797","-29.0478000640869","30776","EN: B2b(iii)c(ii); Indivíduos muito abundantes.; Em faixa de solo úmido, alagável.",NA,"auto","s.n.","15",NA,NA,"América do Sul",NA,NA,NA,NA,"941","941"
"18","2021-02-08 12:36:50-03","UFRGS","ICN","050974","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","Stehmann, JR","1981","10","02","Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869","30776","Espécie ameaçada de extinção (Vulnerável).; Erva com flores brancas.; em banhado.",NA,"auto","s.n.",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"19","2021-02-08 12:36:50-03","UFRGS","ICN","173473","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2017","12","Pasini, E; Schneider, AA; Baumhardt, E; Dal Ri, L","2010","12","10","Brasil","RS","Cambará do Sul","Parque dos Aparados da Serra","-50.1446990966797","-29.0478000640869","30776","flores brancas, folhas pequenas e capítulos pequenos; No campo sujo, úmido, entremeado com espécies de Baccharis spp., ao lado de riacho, junto a vassoural",NA,"auto","839",NA,NA,NA,"América do Sul",NA,NA,NA,NA,"950","950"
"20","2021-02-08 12:36:50-03","UFRGS","ICN","088543","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","Sobral, M; Silva, R",NA,NA,NA,"Brasil","RS","Canela",NA,"-50.815601348877","-29.3656005859375","16452","Espécie ameaçada de extinção (Vulnerável).; Erva com capítulos brancos.; Em banhado.",NA,"auto","2715",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"21","2021-02-08 12:36:50-03","UFRGS","ICN","146967","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","Azevedo-Gonçalves, CF",NA,NA,NA,"Brasil","RS","São Francisco de Paula","CPCN do Pró-Mata","-50.5835990905762","-29.4480991363525","76715","Espécie ameaçada de extinção (Vulnerável).",NA,"auto","383",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"22","2021-02-08 12:36:50-03","UFRGS","ICN","158756","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","07","Silva, FM","2004","12","02","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.5835990905762","-29.4480991363525","76715","flores liguladas brancas; na beira de um córrego, próximo à casa antiga do Pró-mata",NA,"auto","s.n.",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"23","2021-02-08 12:36:50-03","UFRGS","ICN","129561","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","De Marchi; T.C.; Budke; J.; Matzenbacher; N","2003","10","30","Brasil","RS","São Francisco de Paula","PROMATA","-50.5835990905762","-29.4480991363525","76715","Espécie ameaçada de extinção (Vulnerável).; Em beira de córrego, sobre esfagno.",NA,"auto","107",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"24","2021-02-08 12:36:50-03","UFRGS","ICN","186091","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2013","12","Platt, FH","2013","12","14","Brasil","SC","São Francisco do Sul","RS-020, km 106 (quando em direção à capital, no lado esquerdo da rodovia).","-48.6380996704102","-26.2432994842529","23627","EN: B2b(iii)c(ii); Indivíduos abundantes (cerca de 100 indivíduos) distribuídos por pequena área (aproximadamente 40 m²), presentes, na margem imediata de banhado, em direção ao campo.; Em campo de baixada, ao lado de banhado, ao lado da Rodovia.",NA,"auto","s.n.","14",NA,NA,"América do Sul",NA,NA,NA,NA,"898","898"
"25","2021-02-08 12:36:50-03","UFRGS","ICN","186092","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2013","12","Platt, FH","2013","12","15","Brasil","RS","Cambará do Sul","Em área lindeira ao Parque Nacional de Aparados da Serra","-50.1446990966797","-29.0478000640869","30776","EN: B2b(iii)c(ii); Indivíduos muito abundantes, distribuídos por grande área (pelo menos 2 km²).; Em campo, também em solo pedregoso e turfeira, nas margens de estrada de chão.",NA,"auto","s.n.","15",NA,NA,"América do Sul",NA,NA,NA,NA,"952","952"
"26","2021-02-08 12:36:50-03","UFRGS","ICN","021239","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","Lindeman, JC; Porto, ML; et al.","1973","02","03","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869","30776","Espécie ameaçada de extinção (Vulnerável).; Flósculos brancos.; Campo alto.",NA,"auto","s.n.",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"27","2021-02-08 12:36:50-03","UFRGS","ICN","185512","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2017","12","Ritter, MR","1987","11","06","Brasil","RS","Cambará do Sul","Parque do Itaimbezinho","-50.1446990966797","-29.0478000640869","30776",NA,NA,"auto","154",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"28","2021-02-08 12:36:50-03","UFRGS","ICN","199016","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Christ, AL","2018",NA,"Christ, AL","2017","12","05","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra","-50.1446990966797","-29.0478000640869","30776","Herbácea com flores brancas.; Campo úmido.",NA,"auto","477",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"29","2021-02-08 12:36:50-03","UFRGS","ICN","119291","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","Flores, A","1998","10","22","Brasil","RS","São Francisco de Paula","Pró-Mata","-50.5835990905762","-29.4480991363525","76715","Espécie ameaçada de extinção (Vulnerável).; Erva ereta com cerca de 40 cm. Capítulos brancos.; Campo úmido.",NA,"auto","237",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"30","2021-02-08 12:36:50-03","UFRGS","ICN","171034","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabrera","Platt, FH","2014","08","Schneider, AA","2011","11","02","Brasil","RS","São Francisco de Paula","próximo RS 020","-50.5835990905762","-29.4480991363525","76715","Em campo úmido.",NA,"auto","1819",NA,NA,NA,"América do Sul",NA,NA,NA,NA,"838","838"
"31","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","56961","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Pamphalea","cf. ramboi","Pamphalea cf. ramboi",NA,"Platt, F.H.","2014","08","Mattos, J.","1987","03",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","30776","Flores brancas. No alto do morro.","HAS0056961","auto","30991","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63933","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabr.","Platt, FH.","2014","08","Mattos, J.","1978","12",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869","30776",NA,"HAS0063933","auto","20155","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63934","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Pamphalea","ramboi","Pamphalea ramboi","Cabr.","Platt, FH.","2014","08","Mattos, J.","1978","12",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869","30776","; Flores brancas.","HAS0063934","auto","19998","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
